Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-643.7631	-671.3814	27.61827	0.000830685	0.112252	0.0783179	0.197089	0.061763	0.0130626	0.0525583	0.0563151	0.0947134	0.0875642	0.0896663	0.00241873	0.147936	0.00529695	0.274823	0.113753	0.024273	0.114551	0.0659697	0.0655584	0.138155	0.11074	0.0883059	0.133208	0.117904	0.183943	0.0325335	0.108189	0.0350779	0.268019	1.29279	0.6611356	1.338864	0.052506	0.237598	0.638667	1.56576	4.20879	19.0454	2.130759	2.025098	0.0829272	0.000318665	0.0430619	0.0300441	0.0756066	0.0236933	0.00501105	0.0201622	0.0216034	0.0363336	0.0335911	0.0343975	0.000927867	0.0567509	0.002032	0.105427	0.0436376	0.00931154	0.0439437	0.0253071	0.0251493	0.0529984	0.0424817	0.0338756	0.0511008	0.0452299	0.0705635	0.0124804	0.041503	0.0134565	0.669432	0.330568	2.606769
30	-631.6497	-659.748	28.09828	0.0170166	0.12519	0.0270208	0.00708383	0.0413887	0.0980666	0.182481	0.13779	0.0117224	0.0933701	0.0417878	0.0206403	0.091279	0.109388	0.0926195	0.0922046	0.0579409	0.0820704	0.282113	0.0775307	0.0905334	0.0595749	0.0512005	0.0381462	0.262557	0.0558612	0.0171456	0.0273347	0.0153473	0.41765	1.23294	0.4444829	1.555517	0.181828	0.435446	0.771533	1.29612	2.29649	5.4997	1.232611	3.499611	0.1354974	0.00737796	0.0542794	0.0117156	0.00307137	0.0179451	0.0425192	0.0791191	0.0597421	0.00508253	0.040483	0.0181182	0.00894912	0.0395763	0.047428	0.0401575	0.0399776	0.0251218	0.0355837	0.122317	0.0336154	0.039253	0.0258302	0.0221993	0.0165393	0.113838	0.02422	0.00743392	0.0118517	0.00665421	0.777759	0.222241	2.306405
60	-651.7036	-678.9977	27.29409	0.00525735	0.0246477	0.00292076	0.00480102	0.0660288	0.0304853	0.0394397	0.030546	0.0023311	0.0513775	0.0241956	0.000442326	0.0594281	0.0454329	0.0888501	0.134904	0.0195173	0.0245788	0.0512541	0.0512183	0.01129	0.0122258	0.0024584	0.0556222	0.0185895	0.0572278	0.0436489	0.018648	0.0220361	1.19218	0.923127	0.5700986	1.429901	0.00979756	0.104776	0.494698	2.02144	9.54414	102.066	3.344644	2.508165	0.5165844	0.00526049	0.0246624	0.0029225	0.00480389	0.0660683	0.0305035	0.0394633	0.0305642	0.0023325	0.0514081	0.02421	0.00044259	0.0594636	0.0454601	0.0889032	0.134984	0.0195289	0.0245935	0.0512847	0.0512489	0.0112967	0.0122331	0.00245987	0.0556554	0.0186006	0.0572619	0.043675	0.0186591	0.0220492	0.714951	0.285049	0.999403
90	-653.8294	-680.6926	26.86318	0.0188782	0.0174589	0.0158253	0.202646	0.0156792	0.328011	0.0528631	0.23596	0.130319	0.0725165	0.104577	0.000388827	0.0584358	0.068058	0.186166	0.0401067	0.0579596	0.0587837	0.0896985	0.0577368	0.0335274	0.057908	0.0470428	0.115832	0.0221934	0.0545268	0.165729	0.102609	0.0654396	0.920327	1.03187	0.6223336	1.377666	0.0496116	0.231117	0.63318	1.57933	4.32681	20.1566	2.17176	2.213711	0.3567613	0.00762177	0.00704877	0.0063892	0.0818152	0.00633022	0.132429	0.0213427	0.0952653	0.0526142	0.0292774	0.0422213	0.000156983	0.0235925	0.0274773	0.0751618	0.0161924	0.0234003	0.023733	0.0362144	0.0233103	0.0135362	0.0233794	0.0189928	0.0467653	0.00896024	0.0220143	0.0669103	0.0414269	0.0264202	0.688833	0.311167	2.476877
120	-656.228	-683.6666	27.43861	0.00233717	0.0118052	0.011159	0.0149294	0.00875673	0.0177131	0.0152908	0.0198607	0.00418892	0.00647634	0.024499	0.000333699	0.00604969	0.0491034	0.0370597	0.0170881	0.00885052	0.0433094	0.0294077	0.0345515	0.00739895	0.0162432	0.00875265	0.0132059	0.0252188	0.0131235	0.0102283	0.0154984	0.0066105	2.27531	0.489875	1.024538	0.9754618	0.0103334	0.107533	0.498722	2.00512	9.29947	96.7734	3.30614	0.9520991	1.857872	0.00487876	0.024643	0.0232941	0.0311645	0.0182794	0.0369755	0.031919	0.0414584	0.00874422	0.0135191	0.0511407	0.000696584	0.0126285	0.102502	0.0773608	0.0356707	0.0184751	0.0904069	0.0613875	0.072125	0.015445	0.033907	0.0182708	0.0275668	0.0526432	0.0273948	0.0213513	0.0323524	0.0137992	0.487731	0.512269	0.4790504
150	-655.8069	-680.7574	24.95055	0.0512723	0.0618389	0.00368593	0.0378489	0.0210916	0.0196266	0.0151859	0.177206	0.00309228	0.0126826	0.0683353	0.0123755	0.0152892	0.00785444	0.0498574	0.047664	0.0238522	0.0677752	0.0382656	0.0389019	0.00163514	0.0453074	0.010463	0.0680138	0.0412291	0.0236185	0.0815936	0.0715392	0.0252046	1.63413	0.746349	0.6708477	1.329152	0.000617365	0.0272107	0.324838	3.07845	36.7503	1619.79	5.343516	1.981302	0.8757987	0.044885	0.0541351	0.00322674	0.0331338	0.018464	0.0171815	0.0132941	0.15513	0.00270705	0.0111026	0.0598223	0.0108338	0.0133845	0.00687596	0.0436463	0.0417261	0.0208808	0.0593319	0.0334985	0.0340556	0.00143144	0.0396631	0.00915951	0.0595408	0.0360929	0.0206762	0.0714288	0.062627	0.0220647	0.664576	0.335424	1.142306
180	-622.8744	-652.5797	29.70528	0.0445457	0.101105	0.0224182	0.115034	0.0463731	0.0514754	0.0122124	0.0663951	0.0015237	0.0071809	0.0546561	0.0357027	0.0557283	0.0376039	0.0190209	0.14969	0.0138373	0.178501	0.025646	0.0639189	0.0255542	0.0100475	0.0171915	0.110206	0.0158646	0.00560046	0.0193281	0.0486855	0.0298468	0.382421	1.24703	1.000877	0.9991234	0.0334092	0.190584	0.596211	1.67726	5.24704	29.9319	2.457656	0.9982484	0.1226662	0.0321655	0.0730054	0.0161877	0.0830633	0.033485	0.0371692	0.00881832	0.0479424	0.00110023	0.00518517	0.039466	0.0257802	0.0402402	0.0271529	0.0137346	0.108088	0.0099916	0.128892	0.0185184	0.0461544	0.0184521	0.00725509	0.0124136	0.0795771	0.0114555	0.00404397	0.0139564	0.0351547	0.0215517	0.499562	0.500438	1.384892
210	-670.0882	-697.9998	27.91156	0.0414254	0.0273399	0.00221719	0.0052514	0.0407968	0.0231636	0.0479943	0.0719918	0.00178482	0.0310455	0.0264251	0.00385909	0.0368264	0.00997132	0.0294206	0.0218051	0.015559	0.0838459	0.00563799	0.0163742	0.0316912	0.0251797	0.000708078	0.00894481	0.0156889	0.00208735	0.00974728	0.0203487	0.00720467	0.957439	1.01702	0.5820569	1.417943	0.0107712	0.109731	0.501881	1.99251	9.11319	92.8404	3.27614	2.43609	0.3765648	0.0623561	0.0411537	0.00333745	0.00790473	0.0614098	0.0348674	0.0722441	0.108367	0.00268663	0.0467317	0.0397767	0.00580894	0.0554334	0.0150095	0.0442857	0.0328225	0.0234203	0.12621	0.00848666	0.0246474	0.0477036	0.0379021	0.00106584	0.0134643	0.0236159	0.00314201	0.0146722	0.0306301	0.0108449	0.708972	0.291028	0.664336
240	-645.4371	-669.8783	24.44121	0.0176235	0.0370776	0.00169062	0.0120818	0.00149725	0.00728654	0.013549	0.0148141	0.000214407	0.0033073	0.00562719	0.012498	0.00729251	0.00682805	0.00706904	0.00890031	0.00496776	0.0263752	0.00475055	0.0128241	0.00346848	0.00262862	0.000457956	0.000141313	0.000508948	0.000381148	0.000857806	0.0108863	0.0174109	3.08695	0.16522	0.9285093	1.071491	0.00368008	0.0649924	0.426221	2.3462	15.3864	271.733	4.052672	1.15399	7.473548	0.0725197	0.152572	0.00695683	0.0497162	0.00616111	0.0299838	0.0557533	0.0609591	0.000882275	0.0136094	0.0231556	0.0514285	0.0300083	0.0280971	0.0290887	0.0366244	0.0204421	0.108533	0.0195483	0.0527706	0.0142726	0.0108166	0.00188447	0.000581496	0.0020943	0.00156841	0.00352983	0.0447965	0.0716452	0.535745	0.464255	0.2430162
270	-682.1358	-712.2682	30.13244	0.0143428	0.0240031	0.00186841	0.0452189	0.0234377	0.0410526	0.00294818	0.0198679	0.00112933	0.0275502	0.0201503	0.00695218	0.0332371	0.00886905	0.0096659	0.0179069	0.00978115	0.0178096	0.0238131	0.011359	0.00490729	0.00728721	0.00404237	0.00723892	0.00215444	0.00469571	0.0181457	0.0108808	0.0399989	0.585427	1.16583	1.067405	0.9325949	0.0258084	0.16804	0.573248	1.74444	5.95097	38.7471	2.644303	0.8737028	0.2008618	0.0311586	0.0521449	0.00405897	0.0982347	0.0509166	0.0891839	0.00640471	0.0431615	0.00245338	0.0598508	0.0437751	0.0151031	0.0722052	0.0192674	0.0209985	0.0389015	0.0212488	0.03869	0.0517322	0.0246766	0.0106607	0.0158309	0.00878175	0.015726	0.00468037	0.0102011	0.0394203	0.0236377	0.0868946	0.466297	0.533703	0.4603146
