Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-717.575	-749.9482	32.37318	0.000240609	0.0372721	0.0066979	0.00364265	0.0180628	0.0170103	0.00639841	0.0173518	0.0171489	0.0823767	0.0468522	0.0038871	0.0144528	0.000827791	0.00544102	0.115368	0.0156345	0.0297919	0.0309673	0.0301328	0.0836274	0.0161763	0.040798	0.0301738	0.0321032	0.0308185	0.00521828	0.0269329	0.00954876	0.837034	1.06519	1.87537	0.1246303	0.100455	0.326031	0.70493	1.41858	3.06719	9.95469	1.661644	0.06645638	0.3143237	0.000310482	0.0480958	0.00864295	0.00470047	0.0233082	0.02195	0.0082565	0.0223908	0.022129	0.106299	0.060458	0.0050159	0.0186498	0.00106818	0.00702109	0.148871	0.0201748	0.0384434	0.0399601	0.0388833	0.107913	0.0208739	0.0526457	0.0389363	0.0414258	0.0397681	0.00673366	0.0347541	0.0123217	0.0623151	0.937685	0.7749547
30	-741.5911	-762.5806	20.98951	0.00276934	0.22435	0.187076	0.00187174	0.135906	0.0153344	0.022904	0.189974	0.0700794	0.254982	0.217456	0.0793297	0.0475469	0.0425086	0.134496	0.390429	0.0236827	0.150802	0.156957	0.104575	0.182109	0.187446	0.0774467	0.0623261	0.14574	0.14872	0.0523984	0.0886042	0.0631614	0.250525	1.29979	0.0196871	1.980313	0.304209	0.559682	0.834377	1.1985	1.78673	3.28722	0.8604816	100.5893	0.07709691	0.00080016	0.0648227	0.0540528	0.000540811	0.0392682	0.00443063	0.00661778	0.0548901	0.0202484	0.0736733	0.0628308	0.0229211	0.013738	0.0122822	0.0388607	0.112809	0.00684277	0.0435719	0.0453505	0.0302155	0.0526178	0.0541598	0.0223771	0.0180082	0.0421093	0.0429706	0.0151398	0.0256009	0.0182496	0.990156	0.00984355	3.460983
60	-772.7287	-802.9515	30.22279	0.00414679	0.0377445	0.0400789	0.00163832	0.0893642	0.0236322	0.00617586	0.0899219	0.0149297	0.0224802	0.108604	0.0130983	0.0577192	0.0445593	0.0529152	0.173584	0.00725859	0.0154406	0.0352071	0.0554242	0.0330453	0.0328073	0.0344328	0.0179162	0.0342368	0.0146434	0.0307081	0.0380061	0.0627138	2.1764	0.529439	1.970176	0.02982433	0.0553229	0.243731	0.643766	1.55336	4.10288	18.0757	2.092972	0.0151379	1.644306	0.00347759	0.0316533	0.0336111	0.00137393	0.0749427	0.0198185	0.00517921	0.0754104	0.0125203	0.0188524	0.0910775	0.0109845	0.0484046	0.0373684	0.0443758	0.145572	0.00608721	0.0129488	0.0295254	0.04648	0.0277125	0.0275129	0.028876	0.0150249	0.0287117	0.0122802	0.0257525	0.0318727	0.0525931	0.0149122	0.985088	1.192433
90	-763.7016	-794.8251	31.12357	0.0135614	0.0726787	0.180752	0.231671	0.0301419	0.0678014	0.0118919	0.0233811	0.055564	0.0856002	0.11191	0.00848882	0.0842541	0.0479763	0.0378771	0.218941	0.0986727	0.0539748	0.0788416	0.049472	0.0945739	0.0977252	0.0337751	0.0304929	0.00846624	0.0316177	0.0752445	0.049473	0.126591	1.13468	0.946127	1.668355	0.3316454	0.563483	0.755969	0.916422	1.0912	1.32281	1.77467	0.4147648	0.1987859	0.4797174	0.00642289	0.0344219	0.0856073	0.109723	0.0142757	0.0321119	0.0056322	0.0110737	0.026316	0.0405417	0.0530026	0.00402045	0.0399041	0.0227224	0.0179392	0.103694	0.046733	0.0255634	0.0373407	0.0234308	0.0447918	0.0462843	0.0159964	0.0144419	0.00400975	0.0149747	0.035637	0.0234312	0.0599557	0.165823	0.834177	2.111413
120	-862.1471	-895.3647	33.21755	0.000805875	0.0263797	0.0474945	0.0280928	0.143306	0.0281028	0.0282566	0.109406	0.01239	0.112088	0.0717647	0.036586	0.0354396	0.0433187	0.0424986	0.0139057	0.00557445	0.0134779	0.0117383	0.0495382	0.27262	0.0512399	0.115217	0.00644246	0.0992055	0.058416	0.0250903	0.0103812	0.0317984	0.57193	1.17123	1.896434	0.1035665	0.612143	0.787132	0.928044	1.07753	1.27043	1.6336	0.3548743	0.05461119	0.1953267	0.000526518	0.0172351	0.0310305	0.0183544	0.0936291	0.0183609	0.0184614	0.0714801	0.00809498	0.0732325	0.0468875	0.0239034	0.0231544	0.0283022	0.0277664	0.00908529	0.00364206	0.0088058	0.0076692	0.0323658	0.178116	0.0334776	0.0752767	0.00420918	0.0648159	0.0381661	0.0163927	0.00678256	0.0207755	0.0517832	0.948217	1.530574
150	-721.2257	-752.3296	31.1039	0.00532024	0.0117341	0.0764282	0.0189947	0.0809659	0.0358586	0.0105948	0.0794686	0.0158387	0.0123408	0.0485232	0.155138	0.0104962	0.0342637	0.0668756	0.00151314	0.0186439	0.0392421	0.00859349	0.019531	0.0103031	0.0356547	0.101147	0.078587	0.067077	0.0111159	0.0425144	0.00962056	0.00608256	0.935649	1.02574	1.635609	0.3643914	0.0687347	0.270949	0.665383	1.50289	3.69073	14.5487	1.936018	0.2227864	0.3648679	0.00478238	0.0105478	0.0687015	0.0170744	0.0727804	0.0322334	0.00952372	0.0714345	0.0142375	0.0110932	0.0436176	0.139454	0.00943508	0.0307997	0.0601146	0.00136017	0.016759	0.0352748	0.00772471	0.0175564	0.00926151	0.0320501	0.0909217	0.0706421	0.0602957	0.0099921	0.0382163	0.00864795	0.00546763	0.182196	0.817804	1.112468
180	-817.3898	-847.6715	30.28169	0.00175278	0.00564659	0.0195722	0.0246543	0.0404191	0.0241188	0.0116076	0.037876	0.000765518	0.00205746	0.0100736	0.0382964	0.00603103	0.0283831	0.0387366	0.0165143	0.00182718	0.0416061	0.00283989	0.00526627	0.00976573	0.000535743	0.0431943	0.0298506	0.0249196	0.0122652	0.00960143	0.0181257	0.00119697	2.09185	0.56326	1.360485	0.6395147	0.154417	0.402091	0.752587	1.32875	2.487	6.47596	1.350763	0.4700637	1.485531	0.00345375	0.0111263	0.0385659	0.0485799	0.0796436	0.0475247	0.0228721	0.0746324	0.00150841	0.00405411	0.0198494	0.0754609	0.0118838	0.0559272	0.0763284	0.0325404	0.00360036	0.0819825	0.00559584	0.0103769	0.0192428	0.00105565	0.0851119	0.0588189	0.0491028	0.0241679	0.0189191	0.0357157	0.00235856	0.319757	0.680243	0.5074999
210	-732.8122	-750.9516	18.13942	0.00938078	0.0320936	0.0176017	0.0024955	0.134994	0.0699051	0.0432921	0.0185031	0.00508919	0.0373554	0.0399785	0.0827521	0.0242575	0.0718928	0.053656	0.0103451	0.00126317	0.0997346	0.111521	0.108751	0.0723392	0.0678653	0.00198388	0.075336	0.048412	0.0310671	0.128193	0.00823893	0.0157104	2.18667	0.525332	0.02009845	1.979902	0.00159482	0.043227	0.375302	2.66452	23.1337	627.03	4.657282	98.51017	1.664984	0.00658759	0.0225376	0.0123607	0.00175245	0.0947986	0.0490904	0.0304016	0.0129937	0.00357385	0.0262326	0.0280746	0.0581121	0.0170346	0.0504863	0.0376796	0.00726475	0.00088705	0.070038	0.0783152	0.0763695	0.0507997	0.0476579	0.00139317	0.0529042	0.033997	0.0218167	0.0900224	0.00578573	0.0110325	0.989951	0.0100492	1.424008
240	-709.534	-739.4232	29.88927	0.104869	0.0446573	0.00774454	0.0584731	0.00695813	0.00645679	0.038704	0.0253247	0.00480793	0.0502896	0.0358824	0.0628177	0.00603832	0.0353503	0.070883	0.0192912	0.00618886	0.0910192	0.0688938	0.0688946	0.0137654	0.00417357	0.000309574	0.00116191	0.026536	0.0043112	0.0219408	0.00131058	0.0374052	1.49956	0.800177	0.9225072	1.077493	0.15242	0.399547	0.751098	1.33138	2.50283	6.5608	1.360174	1.168005	0.7496137	0.113438	0.0483065	0.00837738	0.0632511	0.00752671	0.00698439	0.0418666	0.0273941	0.0052008	0.0543989	0.0388145	0.0679508	0.00653173	0.0382389	0.0766751	0.0208676	0.00669458	0.0984567	0.0745234	0.0745243	0.0148903	0.00451461	0.000334871	0.00125686	0.0287044	0.00466348	0.0237337	0.00141767	0.0404618	0.538746	0.461254	0.9244588
270	-864.2601	-895.277	31.01689	0.00661111	0.04706	0.00652802	0.00806456	0.00228005	0.00894246	0.00264908	0.0208002	0.00655201	0.0187732	0.0177355	0.00657782	0.0177681	0.0129726	0.0232271	0.00632139	0.00521594	0.0219453	0.0112686	0.0221103	0.00220777	0.000917344	0.0011338	0.00529654	0.0128653	0.00107892	0.0182659	0.00100156	0.012257	0.554999	1.178	0.8002362	1.199764	0.199514	0.455612	0.782506	1.27794	2.19485	5.01218	1.165494	1.499262	0.1884546	0.0201296	0.143289	0.0198766	0.0245551	0.00694234	0.0272281	0.00806596	0.0633328	0.0199496	0.0571609	0.0540012	0.0200282	0.0541005	0.0394992	0.070722	0.0192474	0.0158815	0.0668193	0.0343107	0.0673217	0.00672225	0.00279314	0.00345222	0.016127	0.0391725	0.00328511	0.0556164	0.00304956	0.0373203	0.599882	0.400118	0.3284275
