Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-591.2136	-618.7949	27.5813	0.000370979	0.00320465	0.0438097	0.00391836	0.0418472	0.0203133	0.0288818	0.0404812	0.0551453	0.237623	0.0599412	0.0220893	0.102011	0.0455327	0.0294743	0.166272	0.0591029	0.0820614	0.022647	0.096743	0.296603	0.0805101	0.0643934	0.0261767	0.0423137	0.0819473	0.148731	0.128628	0.0663217	0.604947	1.15802	0.7151186	1.284881	0.025507	0.16708	0.572225	1.74757	5.98517	39.2049	2.652796	1.796739	0.2089588	0.000176901	0.00152814	0.0208907	0.00186847	0.0199548	0.00968641	0.0137723	0.0193035	0.026296	0.113311	0.028583	0.0105333	0.048644	0.0217123	0.0140548	0.0792867	0.0281832	0.039131	0.0107992	0.0461319	0.141435	0.0383912	0.030706	0.0124824	0.0201773	0.0390766	0.0709225	0.0613361	0.0316255	0.642441	0.357559	2.097095
30	-592.5267	-620.6731	28.14637	0.0364361	0.00196741	0.0329272	0.0680369	0.0696571	0.0184427	0.0214985	0.0331314	0.111173	0.160739	0.103558	0.156117	0.0719316	0.0374224	0.0451739	0.209814	0.0531417	0.0569094	0.0799248	0.0747069	0.11289	0.071675	0.21997	0.0127861	0.197378	0.031486	0.0444721	0.212858	0.104771	0.616346	1.15346	0.7881922	1.211808	0.095571	0.318202	0.699604	1.42938	3.14266	10.4634	1.697683	1.537452	0.2137377	0.0148658	0.0008027	0.0134342	0.0277589	0.0284199	0.00752458	0.00877132	0.0135175	0.0453582	0.0655813	0.0422514	0.0636954	0.0293479	0.0152683	0.0184309	0.0856036	0.0216817	0.0232189	0.0326092	0.0304803	0.0460587	0.0292432	0.0897472	0.00521671	0.0805297	0.0128462	0.0181445	0.0868455	0.0427462	0.605904	0.394096	2.450994
60	-579.0516	-606.8559	27.80433	0.00248774	0.000177756	0.00317203	0.0108199	0.00674973	0.00380171	0.0192814	0.0124419	0.0495375	0.0161342	0.0246703	0.0383316	0.0392084	0.024392	0.0585311	0.0848513	0.0181889	0.0256698	0.0416211	0.0077997	0.00480611	0.0167197	0.00419906	0.00413248	0.0114601	0.0339403	0.016501	0.0277132	0.0239283	1.76089	0.695644	0.6369623	1.363038	0.0243979	0.163496	0.568367	1.75943	6.11635	40.9871	2.684941	2.139903	1.012523	0.00394086	0.000281586	0.00502485	0.0171399	0.0106923	0.00602234	0.0305439	0.0197093	0.0784729	0.0255583	0.0390806	0.0607216	0.0621105	0.0386396	0.0927199	0.134414	0.0288133	0.0406639	0.0659325	0.0123556	0.00761342	0.0264859	0.00665178	0.00654631	0.0181541	0.0537652	0.0261395	0.0439009	0.0379051	0.681519	0.318481	0.6312684
90	-593.7949	-621.4466	27.65166	0.00811945	0.00133547	0.00333373	0.065367	0.126877	0.0258737	0.236343	0.0663028	0.0706766	0.196097	0.0572684	0.0836436	0.216703	0.103055	0.100342	0.190129	0.268559	0.0861981	0.0194329	0.013552	0.0167876	0.0854718	0.172875	0.00087445	0.00374207	0.0480134	0.0384539	0.113343	0.0196197	1.14525	0.941898	0.9767165	1.023284	0.0604142	0.254424	0.652447	1.53269	3.93044	16.5524	2.029315	1.047677	0.4863598	0.00332984	0.000547683	0.00136719	0.0268074	0.0520329	0.010611	0.0969259	0.0271912	0.028985	0.0804205	0.0234862	0.0343028	0.0888715	0.0422636	0.0411508	0.0779733	0.110138	0.0353504	0.00796958	0.00555778	0.00688472	0.0350525	0.0708973	0.000358618	0.00153465	0.0196906	0.0157702	0.0464829	0.00804615	0.511642	0.488358	2.43839
120	-606.462	-634.2918	27.8298	0.000714342	0.00731901	0.000999252	0.0178182	0.043679	0.00589801	0.0708414	0.0169444	0.0172232	0.0386219	0.0238705	0.0240422	0.0118237	0.0552613	0.0300764	0.0137274	0.00801199	0.0300969	0.00578889	0.00895797	0.00894949	0.0256193	0.0317169	0.000432768	0.0225954	0.0213023	0.00897529	0.0206642	0.00588079	2.44699	0.421204	1.213161	0.7868388	0.0157606	0.132115	0.531806	1.88039	7.56918	63.4495	3.000913	0.6485855	2.323801	0.0012362	0.0126659	0.00172925	0.0308352	0.0755886	0.0102068	0.122594	0.0293231	0.0298056	0.0668369	0.0413091	0.0416061	0.0204614	0.0956322	0.0520485	0.023756	0.0138651	0.0520841	0.0100179	0.0155022	0.0154875	0.0443353	0.0548875	0.000748925	0.0391024	0.0368646	0.0155322	0.0357604	0.010177	0.393419	0.606581	0.5778524
150	-598.4055	-624.7866	26.38111	0.0713768	0.040637	0.00386996	0.0495743	0.102469	0.0199509	0.125268	0.0341943	0.0674048	0.0499411	0.05898	0.159106	0.0096938	0.251225	0.099067	0.0381929	0.0435088	0.100689	0.016106	0.0331638	0.0248995	0.0712786	0.0836888	0.00432416	0.0299514	0.00213774	0.0365502	0.25051	0.0057807	1.97346	0.610615	0.8359195	1.164081	0.0173252	0.138356	0.53952	1.8535	7.22772	57.7194	2.932473	1.392575	1.29277	0.037895	0.0215748	0.00205462	0.0263198	0.0544024	0.0105922	0.0665069	0.0181543	0.0357862	0.0265145	0.0313134	0.0844716	0.00514658	0.133379	0.0525961	0.0202772	0.0230995	0.0534574	0.00855091	0.0176071	0.0132195	0.0378429	0.0444317	0.00229576	0.0159016	0.00113496	0.0194051	0.133	0.00306906	0.58204	0.41796	1.883541
180	-586.69	-616.1078	29.41781	0.0233741	0.046328	0.00283473	0.0227165	0.0469545	0.00783124	0.0718727	0.00516996	0.0584581	0.00878595	0.0457008	0.0173264	0.0100913	0.105064	0.0430457	0.0452333	0.00148484	0.0107408	0.0161834	0.00649578	0.0111896	0.000876328	0.0383488	0.00869812	0.0185382	0.000683199	0.0396187	0.115977	0.00217829	0.374277	1.25029	0.9123823	1.087618	0.0124462	0.117745	0.513041	1.94916	8.4929	80.346	3.171627	1.192064	0.1197408	0.0281007	0.055696	0.00340794	0.02731	0.0564492	0.00941481	0.0864063	0.00621539	0.070279	0.0105626	0.0549421	0.02083	0.0121319	0.12631	0.0517501	0.05438	0.00178509	0.0129127	0.0194559	0.0078093	0.0134523	0.00105353	0.0461034	0.010457	0.0222868	0.00082135	0.04763	0.139428	0.00261876	0.543809	0.456191	0.8318001
210	-589.3675	-615.4328	26.06531	0.0682829	0.0832413	0.158092	0.0276357	0.203713	0.00751067	0.265453	0.00578535	0.0815345	0.0414437	0.102549	0.104718	0.038477	0.19644	0.0857692	0.0490603	0.00450179	0.281604	0.187241	0.0118298	0.0241081	0.00439542	0.11445	0.0290872	0.359485	0.00523551	0.110418	0.0211514	0.0229369	1.38376	0.846494	0.5428321	1.457168	0.0738049	0.280519	0.672627	1.48671	3.56482	13.5492	1.884556	2.684381	0.6538797	0.0253261	0.0308741	0.0586363	0.0102501	0.0755571	0.0027857	0.0984563	0.00214578	0.0302411	0.0153714	0.0380353	0.0388398	0.0142711	0.0728594	0.0318117	0.0181964	0.00166971	0.104447	0.0694474	0.00438766	0.00894169	0.00163026	0.0424496	0.0107884	0.133333	0.00194185	0.040954	0.00784504	0.00850727	0.728584	0.271416	2.69615
240	-621.5655	-646.0897	24.52427	0.0168335	0.192554	0.147808	0.0508174	0.029941	0.00272373	0.0567119	0.0426352	0.103497	0.0296764	0.221131	0.064497	0.0476896	0.0577281	0.148896	0.0111706	0.0382909	0.138828	0.234462	0.0135947	0.0326153	0.00824454	0.00911771	0.009374	0.0157273	0.00655588	0.177053	0.00381722	0.0651973	2.15591	0.537634	0.4627622	1.537238	0.00933846	0.102352	0.491099	2.03625	9.77016	107.084	3.379345	3.321874	1.604	0.00851386	0.0973878	0.0747566	0.0257019	0.0151432	0.00137758	0.0286831	0.0215636	0.0523457	0.0150094	0.111841	0.0326206	0.0241199	0.0291971	0.0753069	0.00564975	0.0193663	0.0702148	0.118583	0.00687578	0.0164958	0.00416983	0.00461146	0.00474108	0.00795436	0.00331576	0.0895481	0.00193063	0.0329748	0.768619	0.231381	1.977187
270	-623.4321	-649.0872	25.65511	0.00314478	0.00833891	0.0571119	0.0163874	0.0224695	0.000626881	0.00414409	0.0100769	0.0452709	0.0348299	0.0607151	0.0279277	0.0618764	0.0145569	0.0186695	0.0936996	0.0277942	0.0302549	0.110486	0.00408861	0.0184718	0.0238772	0.00884027	0.00733244	0.00415898	0.0153027	0.0530237	0.00594648	0.0135145	1.83367	0.666532	0.3759963	1.624004	0.00559722	0.0797408	0.454302	2.20118	12.5406	178.66	3.749462	4.319201	1.100424	0.00391659	0.0103855	0.0711286	0.0204093	0.0279841	0.000780734	0.00516116	0.01255	0.0563816	0.0433781	0.0756161	0.0347819	0.0770625	0.0181296	0.0232514	0.116696	0.0346156	0.0376803	0.137602	0.00509206	0.0230053	0.0297372	0.0110099	0.00913201	0.0051797	0.0190584	0.0660372	0.0074059	0.0168313	0.812002	0.187998	0.8029379
